InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancelled,IsReturn,Year,Month,Day,Hour,DayOfWeek,Weekday,TotalPrice,Season,TransactionType,IsLoyalCustomer,ProductCategory
536370,22631,Circus Parade Lunch Box,24,,1.95,12583.0,France,False,False,,,,,,,46.8,,Sale,True,Other
536370,22661,Charlotte Bag Dolly Girl Design,20,,0.85,12583.0,France,False,False,,,,,,,17.0,,Sale,True,Bags
536370,21731,Red Toadstool Led Night Light,24,,1.65,12583.0,France,False,False,,,,,,,39.599999999999994,,Sale,True,Home
536370,22900,Set 2 Tea Towels I Love London,24,,2.95,12583.0,France,False,False,,,,,,,70.80000000000001,,Sale,True,Other
536370,21913,Vintage Seaside Jigsaw Puzzles,12,,3.75,12583.0,France,False,False,,,,,,,45.0,,Sale,True,Other
536370,22540,Mini Jigsaw Circus Parade,24,,0.42,12583.0,France,False,False,,,,,,,10.08,,Sale,True,Other
536370,22544,Mini Jigsaw Spaceboy,24,,0.42,12583.0,France,False,False,,,,,,,10.08,,Sale,True,Other
536370,22492,Mini Paint Set Vintage,36,,0.65,12583.0,France,False,False,,,,,,,23.400000000000002,,Sale,True,Other
536370,POST,Postage,3,,18.0,12583.0,France,False,False,,,,,,,54.0,,Sale,True,Other
536371,22086,Paper Chain Kit 50'S Christmas,80,,2.55,13748.0,United Kingdom,False,False,,,,,,,204.0,,Sale,False,Stationery
536372,22632,Hand Warmer Red Polka Dot,6,,1.85,17850.0,United Kingdom,False,False,,,,,,,11.100000000000001,,Sale,True,Other
536372,22633,Hand Warmer Union Jack,6,,1.85,17850.0,United Kingdom,False,False,,,,,,,11.100000000000001,,Sale,True,Other
536373,85123A,White Hanging Heart T-Light Holder,6,,2.55,17850.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Home
536373,71053,White Metal Lantern,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Home
536373,84406B,Cream Cupid Hearts Coat Hanger,8,,2.75,17850.0,United Kingdom,False,False,,,,,,,22.0,,Sale,True,Other
536373,20679,Edwardian Parasol Red,6,,4.95,17850.0,United Kingdom,False,False,,,,,,,29.700000000000003,,Sale,True,Other
536373,37370,Retro Coffee Mugs Assorted,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536373,21871,Save The Planet Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536373,21071,Vintage Billboard Drink Me Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536373,21068,Vintage Billboard Love/Hate Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536373,82483,Wood 2 Drawer Cabinet White Finish,2,,4.95,17850.0,United Kingdom,False,False,,,,,,,9.9,,Sale,True,Other
536373,82486,Wood S/3 Cabinet Ant White Finish,4,,6.95,17850.0,United Kingdom,False,False,,,,,,,27.8,,Sale,True,Other
536373,82482,Wooden Picture Frame White Finish,6,,2.1,17850.0,United Kingdom,False,False,,,,,,,12.600000000000001,,Sale,True,Other
536373,82494L,Wooden Frame Antique White,6,,2.55,17850.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Other
536373,84029G,Knitted Union Flag Hot Water Bottle,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Other
536373,84029E,Red Woolly Hottie White Heart.,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Other
536373,22752,Set 7 Babushka Nesting Boxes,2,,7.65,17850.0,United Kingdom,False,False,,,,,,,15.3,,Sale,True,Other
536373,21730,Glass Star Frosted T-Light Holder,6,,4.25,17850.0,United Kingdom,False,False,,,,,,,25.5,,Sale,True,Home
536374,21258,Victorian Sewing Box Large,32,,10.95,15100.0,United Kingdom,False,False,,,,,,,350.4,,Sale,True,Other
536375,85123A,White Hanging Heart T-Light Holder,6,,2.55,17850.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Home
536375,71053,White Metal Lantern,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Home
536375,84406B,Cream Cupid Hearts Coat Hanger,8,,2.75,17850.0,United Kingdom,False,False,,,,,,,22.0,,Sale,True,Other
536375,20679,Edwardian Parasol Red,6,,4.95,17850.0,United Kingdom,False,False,,,,,,,29.700000000000003,,Sale,True,Other
536375,37370,Retro Coffee Mugs Assorted,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536375,21871,Save The Planet Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536375,21071,Vintage Billboard Drink Me Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536375,21068,Vintage Billboard Love/Hate Mug,6,,1.06,17850.0,United Kingdom,False,False,,,,,,,6.36,,Sale,True,Kitchen
536375,82483,Wood 2 Drawer Cabinet White Finish,2,,4.95,17850.0,United Kingdom,False,False,,,,,,,9.9,,Sale,True,Other
536375,82486,Wood S/3 Cabinet Ant White Finish,4,,6.95,17850.0,United Kingdom,False,False,,,,,,,27.8,,Sale,True,Other
536375,82482,Wooden Picture Frame White Finish,6,,2.1,17850.0,United Kingdom,False,False,,,,,,,12.600000000000001,,Sale,True,Other
536375,82494L,Wooden Frame Antique White,6,,2.55,17850.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Other
536375,84029G,Knitted Union Flag Hot Water Bottle,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Other
536375,84029E,Red Woolly Hottie White Heart.,6,,3.39,17850.0,United Kingdom,False,False,,,,,,,20.34,,Sale,True,Other
536375,22752,Set 7 Babushka Nesting Boxes,2,,7.65,17850.0,United Kingdom,False,False,,,,,,,15.3,,Sale,True,Other
536375,21730,Glass Star Frosted T-Light Holder,6,,4.25,17850.0,United Kingdom,False,False,,,,,,,25.5,,Sale,True,Home
536376,22114,Hot Water Bottle Tea And Sympathy,48,,3.45,15291.0,United Kingdom,False,False,,,,,,,165.60000000000002,,Sale,True,Other
536376,21733,Red Hanging Heart T-Light Holder,64,,2.55,15291.0,United Kingdom,False,False,,,,,,,163.2,,Sale,True,Home
536377,22632,Hand Warmer Red Polka Dot,6,,1.85,17850.0,United Kingdom,False,False,,,,,,,11.100000000000001,,Sale,True,Other
536377,22633,Hand Warmer Union Jack,6,,1.85,17850.0,United Kingdom,False,False,,,,,,,11.100000000000001,,Sale,True,Other
536378,22386,Jumbo Bag Pink Polkadot,10,,1.95,14688.0,United Kingdom,False,False,,,,,,,19.5,,Sale,True,Bags
536378,85099C,Jumbo Bag Baroque Black White,10,,1.95,14688.0,United Kingdom,False,False,,,,,,,19.5,,Sale,True,Bags
536378,21033,Jumbo Bag Charlie And Lola Toys,10,,2.95,14688.0,United Kingdom,False,False,,,,,,,29.5,,Sale,True,Bags
536378,20723,Strawberry Charlotte Bag,10,,0.85,14688.0,United Kingdom,False,False,,,,,,,8.5,,Sale,True,Bags
536378,84997B,Red 3 Piece Retrospot Cutlery Set,12,,3.75,14688.0,United Kingdom,False,False,,,,,,,45.0,,Sale,True,Other
536378,84997C,Blue 3 Piece Polkadot Cutlery Set,6,,3.75,14688.0,United Kingdom,False,False,,,,,,,22.5,,Sale,True,Other
536378,21094,Set/6 Red Spotty Paper Plates,12,,0.85,14688.0,United Kingdom,False,False,,,,,,,10.2,,Sale,True,Kitchen
536378,20725,Lunch Bag Red Retrospot,10,,1.65,14688.0,United Kingdom,False,False,,,,,,,16.5,,Sale,True,Bags
536378,21559,Strawberry Lunch Box With Cutlery,6,,2.55,14688.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Other
536378,22352,Lunch Box With Cutlery Retrospot,6,,2.55,14688.0,United Kingdom,False,False,,,,,,,15.299999999999999,,Sale,True,Other
536378,21212,Pack Of 72 Retrospot Cake Cases,120,,0.42,14688.0,United Kingdom,False,False,,,,,,,50.4,,Sale,True,Other
536378,21975,Pack Of 60 Dinosaur Cake Cases,24,,0.55,14688.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536378,21977,Pack Of 60 Pink Paisley Cake Cases,24,,0.55,14688.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536378,84991,60 Teatime Fairy Cake Cases,24,,0.55,14688.0,United Kingdom,False,False,,,,,,,13.200000000000001,,Sale,True,Other
536378,84519A,Tomato Charlie+Lola Coaster Set,6,,2.95,14688.0,United Kingdom,False,False,,,,,,,17.700000000000003,,Sale,True,Other
536378,85183B,Charlie & Lola Wastepaper Bin Flora,48,,1.25,14688.0,United Kingdom,False,False,,,,,,,60.0,,Sale,True,Stationery
536378,85071B,Red Charlie+Lola Personal Doorsign,96,,0.38,14688.0,United Kingdom,False,False,,,,,,,36.480000000000004,,Sale,True,Other
536378,21931,Jumbo Storage Bag Suki,10,,1.95,14688.0,United Kingdom,False,False,,,,,,,19.5,,Sale,True,Bags
536378,21929,Jumbo Bag Pink Vintage Paisley,10,,1.95,14688.0,United Kingdom,False,False,,,,,,,19.5,,Sale,True,Bags
536380,22961,Jam Making Set Printed,24,,1.45,17809.0,United Kingdom,False,False,,,,,,,34.8,,Sale,True,Other
536381,22139,Retrospot Tea Set Ceramic 11 Pc,23,,4.25,15311.0,United Kingdom,False,False,,,,,,,97.75,,Sale,True,Other
536381,84854,Girly Pink Tool Set,5,,4.95,15311.0,United Kingdom,False,False,,,,,,,24.75,,Sale,True,Other
536381,22411,Jumbo Shopper Vintage Red Paisley,10,,1.95,15311.0,United Kingdom,False,False,,,,,,,19.5,,Sale,True,Other
536381,82567,"Airline Lounge,Metal Sign",2,,2.1,15311.0,United Kingdom,False,False,,,,,,,4.2,,Sale,True,Other
536381,21672,White Spot Red Ceramic Drawer Knob,6,,1.25,15311.0,United Kingdom,False,False,,,,,,,7.5,,Sale,True,Other
536381,22774,Red Drawer Knob Acrylic Edwardian,24,,1.25,15311.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536381,22771,Clear Drawer Knob Acrylic Edwardian,24,,1.25,15311.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536381,71270,Photo Clip Line,1,,1.25,15311.0,United Kingdom,False,False,,,,,,,1.25,,Sale,True,Other
536381,22262,Felt Egg Cosy Chicken,1,,0.85,15311.0,United Kingdom,False,False,,,,,,,0.85,,Sale,True,Other
536381,22637,Piggy Bank Retrospot,1,,2.55,15311.0,United Kingdom,False,False,,,,,,,2.55,,Sale,True,Other
536381,21934,Skull Shoulder Bag,10,,1.65,15311.0,United Kingdom,False,False,,,,,,,16.5,,Sale,True,Bags
536381,21169,You'Re Confusing Me Metal Sign,3,,1.69,15311.0,United Kingdom,False,False,,,,,,,5.07,,Sale,True,Other
536381,21166,Cook With Wine Metal Sign,1,,1.95,15311.0,United Kingdom,False,False,,,,,,,1.95,,Sale,True,Other
536381,21175,Gin + Tonic Diet Metal Sign,2,,2.1,15311.0,United Kingdom,False,False,,,,,,,4.2,,Sale,True,Other
536381,37444A,Yellow Breakfast Cup And Saucer,1,,2.95,15311.0,United Kingdom,False,False,,,,,,,2.95,,Sale,True,Other
536381,37444C,Pink Breakfast Cup And Saucer,1,,2.95,15311.0,United Kingdom,False,False,,,,,,,2.95,,Sale,True,Other
536381,22086,Paper Chain Kit 50'S Christmas,4,,2.95,15311.0,United Kingdom,False,False,,,,,,,11.8,,Sale,True,Stationery
536381,22083,Paper Chain Kit Retrospot,1,,2.95,15311.0,United Kingdom,False,False,,,,,,,2.95,,Sale,True,Stationery
536381,84971S,Small Heart Flowers Hook,6,,0.85,15311.0,United Kingdom,False,False,,,,,,,5.1,,Sale,True,Other
536381,71270,Photo Clip Line,3,,1.25,15311.0,United Kingdom,False,False,,,,,,,3.75,,Sale,True,Other
536381,47580,Tea Time Des Tea Cosy,2,,2.55,15311.0,United Kingdom,False,False,,,,,,,5.1,,Sale,True,Other
536381,22261,Felt Egg Cosy White Rabbit,1,,0.85,15311.0,United Kingdom,False,False,,,,,,,0.85,,Sale,True,Other
536381,84832,Zinc Willie Winkie Candle Stick,1,,0.85,15311.0,United Kingdom,False,False,,,,,,,0.85,,Sale,True,Home
536381,22644,Ceramic Cherry Cake Money Bank,1,,1.45,15311.0,United Kingdom,False,False,,,,,,,1.45,,Sale,True,Other
536381,21533,Retrospot Large Milk Jug,1,,4.95,15311.0,United Kingdom,False,False,,,,,,,4.95,,Sale,True,Other
536381,21557,Set Of 6 Funky Beakers,2,,2.95,15311.0,United Kingdom,False,False,,,,,,,5.9,,Sale,True,Other
536381,15056BL,Edwardian Parasol Black,2,,5.95,15311.0,United Kingdom,False,False,,,,,,,11.9,,Sale,True,Other
536381,15056N,Edwardian Parasol Natural,2,,5.95,15311.0,United Kingdom,False,False,,,,,,,11.9,,Sale,True,Other
536381,22646,Ceramic Strawberry Cake Money Bank,4,,1.45,15311.0,United Kingdom,False,False,,,,,,,5.8,,Sale,True,Other
536381,22176,Blue Owl Soft Toy,1,,2.95,15311.0,United Kingdom,False,False,,,,,,,2.95,,Sale,True,Toys
536381,22438,Balloon Art Make Your Own Flowers,1,,1.95,15311.0,United Kingdom,False,False,,,,,,,1.95,,Sale,True,Other
536381,21731,Red Toadstool Led Night Light,2,,1.65,15311.0,United Kingdom,False,False,,,,,,,3.3,,Sale,True,Home
536381,22778,Glass Cloche Small,3,,3.95,15311.0,United Kingdom,False,False,,,,,,,11.850000000000001,,Sale,True,Kitchen
536381,22719,Gumball Monochrome Coat Rack,36,,1.06,15311.0,United Kingdom,False,False,,,,,,,38.160000000000004,,Sale,True,Other
536381,21523,Doormat Fancy Font Home Sweet Home,10,,6.75,15311.0,United Kingdom,False,False,,,,,,,67.5,,Sale,True,Other
C536379,D,Discount,-1,,27.5,14527.0,United Kingdom,True,True,,,,,,,-27.5,,Cancelled,True,Other
536382,10002,Inflatable Political Globe,12,,0.85,16098.0,United Kingdom,False,False,,,,,,,10.2,,Sale,True,Other
536382,21912,Vintage Snakes & Ladders,8,,3.75,16098.0,United Kingdom,False,False,,,,,,,30.0,,Sale,True,Other
536382,21832,Chocolate Calculator,12,,1.65,16098.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,True,Other
536382,22411,Jumbo Shopper Vintage Red Paisley,10,,1.95,16098.0,United Kingdom,False,False,,,,,,,19.5,,Sale,True,Other
536382,22379,Recycling Bag Retrospot,10,,2.1,16098.0,United Kingdom,False,False,,,,,,,21.0,,Sale,True,Bags
536382,22381,Toy Tidy Pink Polkadot,50,,1.85,16098.0,United Kingdom,False,False,,,,,,,92.5,,Sale,True,Toys
536382,22798,Antique Glass Dressing Table Pot,8,,2.95,16098.0,United Kingdom,False,False,,,,,,,23.6,,Sale,True,Kitchen
536382,22726,Alarm Clock Bakelike Green,4,,3.75,16098.0,United Kingdom,False,False,,,,,,,15.0,,Sale,True,Other
536382,22926,Ivory Giant Garden Thermometer,12,,5.95,16098.0,United Kingdom,False,False,,,,,,,71.4,,Sale,True,Other
536382,22839,3 Tier Cake Tin Green And Cream,2,,14.95,16098.0,United Kingdom,False,False,,,,,,,29.9,,Sale,True,Other
536382,22838,3 Tier Cake Tin Red And Cream,2,,14.95,16098.0,United Kingdom,False,False,,,,,,,29.9,,Sale,True,Other
536382,22783,Set 3 Wicker Oval Baskets W Lids,4,,16.95,16098.0,United Kingdom,False,False,,,,,,,67.8,,Sale,True,Other
C536383,35004C,Set Of 3 Coloured Flying Ducks,-1,,4.65,15311.0,United Kingdom,True,True,,,,,,,-4.65,,Cancelled,True,Other
536384,82484,Wood Black Board Ant White Finish,3,,6.45,18074.0,United Kingdom,False,False,,,,,,,19.35,,Sale,False,Other
536384,84755,Colour Glass T-Light Holder Hanging,48,,0.65,18074.0,United Kingdom,False,False,,,,,,,31.200000000000003,,Sale,False,Home
536384,22464,Hanging Metal Heart Lantern,12,,1.65,18074.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,False,Home
536384,21324,Hanging Medina Lantern Small,6,,2.95,18074.0,United Kingdom,False,False,,,,,,,17.700000000000003,,Sale,False,Home
536384,22457,Natural Slate Heart Chalkboard,12,,2.95,18074.0,United Kingdom,False,False,,,,,,,35.400000000000006,,Sale,False,Other
536384,22469,Heart Of Wicker Small,40,,1.45,18074.0,United Kingdom,False,False,,,,,,,58.0,,Sale,False,Other
536384,22470,Heart Of Wicker Large,40,,2.55,18074.0,United Kingdom,False,False,,,,,,,102.0,,Sale,False,Other
536384,22224,White Lovebird Lantern,6,,2.95,18074.0,United Kingdom,False,False,,,,,,,17.700000000000003,,Sale,False,Home
536384,21340,Classic Metal Birdcage Plant Holder,2,,12.75,18074.0,United Kingdom,False,False,,,,,,,25.5,,Sale,False,Home
536384,22189,Cream Heart Card Holder,4,,3.95,18074.0,United Kingdom,False,False,,,,,,,15.8,,Sale,False,Home
536384,22427,Enamel Flower Jug Cream,3,,5.95,18074.0,United Kingdom,False,False,,,,,,,17.85,,Sale,False,Other
536384,22428,Enamel Fire Bucket Cream,6,,6.95,18074.0,United Kingdom,False,False,,,,,,,41.7,,Sale,False,Other
536384,22424,Enamel Bread Bin Cream,8,,10.95,18074.0,United Kingdom,False,False,,,,,,,87.6,,Sale,False,Other
536385,22783,Set 3 Wicker Oval Baskets W Lids,1,,19.95,17420.0,United Kingdom,False,False,,,,,,,19.95,,Sale,False,Other
536385,22961,Jam Making Set Printed,12,,1.45,17420.0,United Kingdom,False,False,,,,,,,17.4,,Sale,False,Other
536385,22960,Jam Making Set With Jars,6,,4.25,17420.0,United Kingdom,False,False,,,,,,,25.5,,Sale,False,Other
536385,22663,Jumbo Bag Dolly Girl Design,10,,1.95,17420.0,United Kingdom,False,False,,,,,,,19.5,,Sale,False,Bags
536385,85049A,Traditional Christmas Ribbons,12,,1.25,17420.0,United Kingdom,False,False,,,,,,,15.0,,Sale,False,Gift
536385,22168,Organiser Wood Antique White,2,,8.5,17420.0,United Kingdom,False,False,,,,,,,17.0,,Sale,False,Other
536385,22662,Lunch Bag Dolly Girl Design,10,,1.65,17420.0,United Kingdom,False,False,,,,,,,16.5,,Sale,False,Bags
536386,84880,White Wire Egg Holder,36,,4.95,16029.0,United Kingdom,False,False,,,,,,,178.20000000000002,,Sale,True,Home
536386,85099C,Jumbo Bag Baroque Black White,100,,1.65,16029.0,United Kingdom,False,False,,,,,,,165.0,,Sale,True,Bags
536386,85099B,Jumbo Bag Red Retrospot,100,,1.65,16029.0,United Kingdom,False,False,,,,,,,165.0,,Sale,True,Bags
536387,79321,Chilli Lights,192,,3.82,16029.0,United Kingdom,False,False,,,,,,,733.4399999999999,,Sale,True,Home
536387,22780,Light Garland Butterfiles Pink,192,,3.37,16029.0,United Kingdom,False,False,,,,,,,647.04,,Sale,True,Home
536387,22779,Wooden Owls Light Garland,192,,3.37,16029.0,United Kingdom,False,False,,,,,,,647.04,,Sale,True,Home
536387,22466,Fairy Tale Cottage Nightlight,432,,1.45,16029.0,United Kingdom,False,False,,,,,,,626.4,,Sale,True,Home
536387,21731,Red Toadstool Led Night Light,432,,1.25,16029.0,United Kingdom,False,False,,,,,,,540.0,,Sale,True,Home
536388,21754,Home Building Block Word,3,,5.95,16250.0,United Kingdom,False,False,,,,,,,17.85,,Sale,False,Other
536388,21755,Love Building Block Word,3,,5.95,16250.0,United Kingdom,False,False,,,,,,,17.85,,Sale,False,Other
536388,21523,Doormat Fancy Font Home Sweet Home,2,,7.95,16250.0,United Kingdom,False,False,,,,,,,15.9,,Sale,False,Other
536388,21363,Home Small Wood Letters,3,,4.95,16250.0,United Kingdom,False,False,,,,,,,14.850000000000001,,Sale,False,Other
536388,21411,Gingham Heart Doorstop Red,3,,4.25,16250.0,United Kingdom,False,False,,,,,,,12.75,,Sale,False,Other
536388,22318,Five Heart Hanging Decoration,6,,2.95,16250.0,United Kingdom,False,False,,,,,,,17.700000000000003,,Sale,False,Other
536388,22464,Hanging Metal Heart Lantern,12,,1.65,16250.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,False,Home
536388,22915,Assorted Bottle Top Magnets,12,,0.42,16250.0,United Kingdom,False,False,,,,,,,5.04,,Sale,False,Other
536388,22922,Fridge Magnets Us Diner Assorted,12,,0.85,16250.0,United Kingdom,False,False,,,,,,,10.2,,Sale,False,Other
536388,22969,Homemade Jam Scented Candles,12,,1.45,16250.0,United Kingdom,False,False,,,,,,,17.4,,Sale,False,Home
536388,22923,Fridge Magnets Les Enfants Assorted,12,,0.85,16250.0,United Kingdom,False,False,,,,,,,10.2,,Sale,False,Other
536388,21115,Rose Caravan Doorstop,4,,6.75,16250.0,United Kingdom,False,False,,,,,,,27.0,,Sale,False,Other
536388,22469,Heart Of Wicker Small,12,,1.65,16250.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,False,Other
536388,22242,5 Hook Hanger Magic Toadstool,12,,1.65,16250.0,United Kingdom,False,False,,,,,,,19.799999999999997,,Sale,False,Other
536389,22941,Christmas Lights 10 Reindeer,6,,8.5,12431.0,Australia,False,False,,,,,,,51.0,,Sale,True,Home
536389,21622,Vintage Union Jack Cushion Cover,8,,4.95,12431.0,Australia,False,False,,,,,,,39.6,,Sale,True,Home
536389,21791,Vintage Heads And Tails Card Game,12,,1.25,12431.0,Australia,False,False,,,,,,,15.0,,Sale,True,Gift
536389,35004C,Set Of 3 Coloured Flying Ducks,6,,5.45,12431.0,Australia,False,False,,,,,,,32.7,,Sale,True,Other
536389,35004G,Set Of 3 Gold Flying Ducks,4,,6.35,12431.0,Australia,False,False,,,,,,,25.4,,Sale,True,Other
536389,85014B,Red Retrospot Umbrella,6,,5.95,12431.0,Australia,False,False,,,,,,,35.7,,Sale,True,Other
536389,85014A,Black/Blue Polkadot Umbrella,3,,5.95,12431.0,Australia,False,False,,,,,,,17.85,,Sale,True,Other
536389,22193,Red Diner Wall Clock,2,,8.5,12431.0,Australia,False,False,,,,,,,17.0,,Sale,True,Other
536389,22726,Alarm Clock Bakelike Green,4,,3.75,12431.0,Australia,False,False,,,,,,,15.0,,Sale,True,Other
536389,22727,Alarm Clock Bakelike Red,4,,3.75,12431.0,Australia,False,False,,,,,,,15.0,,Sale,True,Other
536389,22192,Blue Diner Wall Clock,2,,8.5,12431.0,Australia,False,False,,,,,,,17.0,,Sale,True,Other
536389,22191,Ivory Diner Wall Clock,2,,8.5,12431.0,Australia,False,False,,,,,,,17.0,,Sale,True,Other
536389,22195,Large Heart Measuring Spoons,24,,1.65,12431.0,Australia,False,False,,,,,,,39.599999999999994,,Sale,True,Other
